question_type,has_solution,exam_year,semester,moed,question_number,url,data_resource,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,number_of_possible_answers,topics_covered,dataset,translated_separately,question_in_hebrew,answer_in_hebrew,orig_answer_in_eng,should_translate,question_id,comments,is_relevant
c,FALSE,2009,b,b,2,T2/ds09b-b.doc,TAU,9,"For an input of size \( n \), three algorithms run in times \( T_1, T_2, T_3 \) such that:

\[
T_3 = \Theta(n^{0.999}), \quad T_2 = \Theta(n^{1.8\lg n}), \quad T_1 = \Theta\left(\frac{n}{\lg n}\right)
\]

This is the hierarchy of magnitude in (asymptotic) size correction such that:

1. \( T_1 > T_2 > T_3 \)  
2. \( T_1 > T_3 > T_2 \)  
3. \( T_2 > T_1 > T_3 \)  
4. \( T_2 > T_3 > T_1 \)  
5. \( T_3 > T_1 > T_2 \)  
6. \( T_3 > T_2 > T_1 \)",na,na,6,a,untested,,,,0,1,2009_bb_2,na,
c,FALSE,2009,b,b,3,T2/ds09b-b.doc,TAU,7,"Given \( T(n) = 2T(n/2) + n^2 \). Then:

1. \( T(n) = \Theta(n^2) \)  
2. \( T(n) = \Theta(n \log n) \)  
3. \( T(n) = \Theta(n^2 \log n) \)  
4. \( T(n) = \Theta(n^3) \)",na,na,4,a,tested,,,,0,1,2009_bb_3,na,
c,FALSE,2009,b,b,4,T2/ds09b-b.doc,TAU,7,na,na,na,5,f,na,,,,0,0,2009_bb_4,na,
c,FALSE,2009,b,b,5,T2/ds09b-b.doc,TAU,7,"A series of operations is performed on a Fibonacci heap, during which ccc cuts were required (note that in each cascading cut, one or more cuts can occur). It is known that ddd of the operations were decrease-key operations, and no delete or delete-min operations were performed. What is the tightest bound on ccc (the most accurate answer)?

\begin{enumerate}
    \item[(a)] \( c = d \)
    \item[(b)] \( c \leq 2d \)
    \item[(c)] \( c \leq d \)
    \item[(d)] \( d \leq c \leq 2d \)
    \item[(e)] None of the above answers is necessary
\end{enumerate}",na,na,5,i,untested,,,,0,1,2009_bb_5,na,
a,FALSE,2009,b,b,6-a,T2/ds09b-b.doc,TAU,7,na,na,na,na,g,na,,,,0,0,2009_bb_6a,na,FALSE
c,FALSE,2009,b,b,6-b,T2/ds09b-b.doc,TAU,5,na,na,na,4,g,na,,,,0,0,2009_bb_6b,na,
a,FALSE,2009,b,b,7-a,T2/ds09b-b.doc,TAU,na,na,na,na,na,m,na,,,,0,0,2009_bb_7a,total points 20,FALSE
a,FALSE,2009,b,b,7-b,T2/ds09b-b.doc,TAU,na,na,na,na,na,l,na,,,,0,0,2009_bb_7b,total points 20,FALSE
a,FALSE,2009,b,b,7-c,T2/ds09b-b.doc,TAU,na,na,na,na,na,k,na,,,,0,0,2009_bb_7c,total points 20,FALSE
b,FALSE,2009,b,b,8-a,T2/ds09b-b.doc,TAU,4,na,na,na,na,"p,b",na,,,,0,0,2009_bb_8a,na,
c,FALSE,2009,b,b,8-b,T2/ds09b-b.doc,TAU,8,"What is the overall time complexity, in the worst case, of executing a series of operations that includes n₁ op1 operations, n₂ op2 operations, and some number of undo operations? Choose one of the answers and justify the correctness of your choice.

\begin{enumerate}
    \item \(O(n_1 f_1 + n_2 f_2)\) but not necessarily \(O(n_1 g_1 + n_2 g_2)\)
    \item \(O(n_1 g_1 + n_2 g_2)\)
    \item \(\Theta(n_1 f_1 + n_2 f_2)\)
    \item \(\Theta(n_1 g_1 + n_2 g_2)\)
\end{enumerate}

Choose one of the answers. Justify the correctness of your answer.",na,na,4,"p,b",tested,,,,0,1,2009_bb_8b,na,
a,FALSE,2009,b,b,8-c,T2/ds09b-b.doc,TAU,8,na,na,na,na,"p,b",na,,,,0,0,2009_bb_8c,na,FALSE
c,FALSE,2009,b,b,9-a,T2/ds09b-b.doc,TAU,7,"A new method is proposed for inserting items into a hash table without linked lists.
To insert a key \( k \) into a table \( T \), using a hash function called \( h \), perform:

\[
i = h(k) ; \quad  j = i
\]
\[
\text{while } T[j] \text{ is not empty do}
\]
\[
\quad j = j + 1
\]
\[
T[j] = T[i] ; \quad T[i] = k
\]

The operation \( j+1 \) is performed modulo \( N \) (i.e., circularly), where \( N \) is the size of the table. Assume that the search operation is performed as defined in class as linear rehashing (i.e., if an element is not found in location \( i \), we search for it in location \( i+1, i+2, \ldots \), until we reach an empty location) and that there are no deletions from the table. Also assume that when inserting an item, the table is not full (there is at least one empty cell in the table).

Is this a correct implementation of a data structure that supports search and insertion operations?
Prove that it is, or provide an example where the data structure does not operate as required.",na,na,2,g,tested,,,,0,1,2009_bb_9a,na,
c,FALSE,2009,b,b,9-b,T2/ds09b-b.doc,TAU,7,"\textit{A new method is proposed for deleting items from a hash table without linked lists.  
To delete the item located in the i-th cell of the table, perform:}

\begin{verbatim}
j = i 
while T[j] is not empty do 
  j = j + 1 
T[i] = T[j-1]; T[j-1] = nil
\end{verbatim}

\textit{The operation \(j+1\) is performed modulo \(N\), where \(N\) is the size of the table.  
Assume that the search and insertion operations from the table are performed in the original way.  
Also assume that the table is not full (there is at least one cell in the table that contains nil).  
Will the hash table work correctly with the new deletion method?  
Prove that it does, or provide an example where the data structure does not function correctly.}",na,na,2,g,untested,,,,0,1,2009_bb_9b,na,
c,TRUE,2009,b,a,1,T2/ds2009ba-sol.doc,TAU,9,na,b,"B.
when constructing the Huffman code from these frequencies, we first join C and T into one tree of weight 0.2, we then join this tree with G resulting in a tree of weight 0.5, and then we join this tree with A. The resulting Huffman code is: A - 0, G - 10, C - 1110, T - 1111. If we randomly pick a string of letters of length N from the given distribution, we can denote the length of the i-th letter by the random variable X_i. By linearity of expectation, and since all X_i have the same distribution, the expected total length of the string is E(∑X_i) = ∑E(X_i) = NE(X_1). The expectation of the length of each of the letters is E(X_1) = 0.51 + 0.32 + 0.13 + 0.13 = 0.17, and therefore the expected total length is 1.7N.",4,p,na,,,,1,0,2009_ba_1,na,
c,TRUE,2009,b,a,2,T2/ds2009ba-sol.doc,TAU,9,na,f,"Answer: f, answers (1),(3), and (5) are correct.
Explanation: Answers (1) and (3) cost O(N^2) as we have shown in class. Answer (2) costs O(Nlog(N)), as shown in class. Answer (5) costs O(N^2) since the first pivot partitions the data into two ordered arrays each of size N/2, and as we have shown in class an ordered array takes O(N^2) to sort using quicksort.",6,j,na,,,,1,0,2009_ba_2,na,
c,TRUE,2009,b,a,3,T2/ds2009ba-sol.doc,TAU,na,na,a,Answer: T(N) = T(0.25N)+T(0.75N)+O(N) since we call the recursion with these two sizes and then we run a linear algorithm for the merge,4,j,na,,,,1,0,2009_ba_3,total points q3+4 9,
c,TRUE,2009,b,a,4,T2/ds2009ba-sol.doc,TAU,na,na,b,"Answer: O(N log N)
Explanation: This can be shown by induction using the recursion formula: T(N) = T(0.25N)+T(0.75N)+O(N)",4,a,na,,,,1,0,2009_ba_4,total points q3+4 10,
c,TRUE,2009,b,a,5,T2/ds2009ba-sol.doc,TAU,9,"We will discuss the implementation of a red-black tree where all the leaves are black (in the CORMEN implementation as taught in class, there is a layer of NILs that serves as the 'leaf layer' and is entirely black). What is the minimum ratio of black nodes to red nodes in a valid red-black tree?

\begin{itemize}
    \item[(A)] 1 black to 1 red.
    \item[(B)] 2 blacks to 1 red.
    \item[(C)] 5 blacks to 2 reds.
    \item[(D)] 1 black to 2 reds.
    \item[(E)] The ratio can be as small as we want.
\end{itemize}
",b,"\text{2 blacks for 1 red. Each red node in the tree has two children, both black thanks to the NIL layer.}",5,f,tested,,,,0,1,2009_ba_5,na,
c,TRUE,2009,b,a,6,T2/ds2009ba-sol.doc,TAU,na,"\documentclass[12pt]{article}
\usepackage[utf8]{inputenc}

\begin{document}

Consider the structure \texttt{find-union} with path compression and union by rank (i.e., the structure as learned in class). We extend the path compression operation such that the operation \texttt{Find(x)} compresses the paths of all descendants of $x$ to the root of the set, even if $x$ itself is the root (in addition to compressing the paths of the ancestors, as in the standard implementation). 

To achieve this, we store in the tree representing the set a pointer from each node to a list of its children (this modification does not affect the runtime of the \texttt{union} operation because adding a single node to the list of children of the root takes constant time).

What is the runtime of \texttt{Find}?

\end{document}",d,In the worst case we call Find on the tree's root which results in a scan of the whole tree.,4,n,na,,,,0,0,2009_ba_6,total points q6+7 9,
c,TRUE,2009,b,a,7,T2/ds2009ba-sol.doc,TAU,na,"\documentclass[12pt]{article}
\usepackage[utf8]{inputenc}

\begin{document}

Let us examine the structure of the find-union data structure with path compression and rank-by-union (i.e., the structure as studied in class). We extend the path compression operation so that the operation \texttt{Find(x)} compresses all the paths of the descendants of $x$ to the root of the set, even if $x$ itself is the root (in addition to compressing the paths of the ancestors, as in the regular implementation). 

To achieve this, we store in the tree representing the set a pointer from each node to a list of its children. (This change does not affect the runtime of the \texttt{Union} operation, since adding a single node to the root's list of children takes constant time.)

The amortized runtime of the \texttt{Find} operation is:

\end{document}",d,In the worst case we call Find on the tree's root which results in a scan of the whole tree. We can repeat this method as much as we can.,4,n,na,,,,0,0,2009_ba_7,total points q6+7 9,
c,TRUE,2009,b,a,8,T2/ds2009ba-sol.doc,TAU,9,"\textbf{In an open hash table (chaining), we replace the linked lists of elements in each bucket with closed hash tables. The worst-case runtime for an operation on the hash table, where \( N \) is the number of elements and \( B \) is the number of buckets, is:}

\begin{enumerate}
    \item \( O(1) \)
    \item \( O(\log N) \)
    \item \( O(N) \)
    \item \( O(N \log N) \)
    \item \( O(B/N) \)
\end{enumerate}

\textbf{Brief justification:}",c,"\textit{O(N), in the worst case the elements will collide in two hash tables.}",5,g,untested,,,,0,1,2009_ba_8,na,
c,TRUE,2009,b,a,9,T2/ds2009ba-sol.doc,TAU,9,"\text{Given an algorithm that receives an array of size } n \text{ of different unsorted numbers, along with an integer } k \text{ between } 1 \text{ and } n\text{. The algorithm prints the } k \text{ smallest numbers in the array in ascending order. A lower bound on the worst-case runtime of the algorithm (valid for any } k \leq n\text{) is:}
\text{a. } \Omega(n)
\text{b. } \Omega(k \log n)
\text{c. } \Omega(n \log k)
\text{d. } \Omega(n \log n)
\text{e. Answers a and b are correct}

\text{Reason:} ",e,"\text{The answer of the Lord is correct.} \\
\text{A is correct because it is clear that the algorithm must read the entire input in time } \Omega(n), \text{ because there is no way to know whether a number needs to be printed or not without reading it.} \\
\text{B is correct: by contradiction, suppose there exists an algorithm } A \text{ that solves the problem in time } o(k \log n) \text{ for some value of } k. \text{ According to A, it must be } k=\Omega(n/\log n), \text{ otherwise the algorithm } A \text{ does not read the entire input. We proved in class that sorting } k \text{ elements takes } \Omega(k \log k)=\Omega(k \log(n/\log n))=\Omega(k \log n) \text{ time, contradicting the assumption.} \\
\text{C is not correct: it is possible to find the } k\text{-th largest element using Select in time } O(n), \text{ extract the } k-1 \text{ smaller elements in time } O(n), \text{ and then sort the } k \text{ elements in time } O(k\log k). \text{ Total time is } O(n+k\log k). \text{ For, say, } k=n/\log n \text{ the running time is thus } o(n\log n) \text{ i.e., } O(n). \\
\text{D is not correct for the same reason that C is not correct.}",5,k,tested,,,,0,1,2009_ba_9,na,
b,TRUE,2009,b,a,10,T2/ds2009ba-sol.doc,TAU,9,"\documentclass{article}
\usepackage[utf8]{inputenc}

\begin{document}

Given $n$ points in the plane: $(x_1, y_1), (x_2, y_2), \dots, (x_n, y_n)$, represented by an array $A$ of $n$ pairs of numbers. 

Write an efficient algorithm that receives the array $A$. The algorithm returns \texttt{""Yes""} if there exists a real value $b$ such that the line $y = x + b$ intersects at least half of the points in $A$. Otherwise, the algorithm returns \texttt{""No""}.

\end{document}",na,na,na,m,na,,,,0,0,2009_ba_10,na,FALSE
a,TRUE,2009,b,a,11-a,T2/ds2009ba-sol.doc,TAU,"\documentclass{article}
\usepackage[utf8]{inputenc}

\begin{document}

Define a data structure whose elements are integers, supporting the operations \texttt{Insert}, \texttt{Min-Delete}, and \texttt{Min-Find} with their usual meanings as known from class, along with one of the following additional operations:
\begin{itemize}
    \item \textbf{All-Increase}: Adds the number 2 to all elements in the array.
    \item \textbf{Evens-Increase}: Adds the number 2 to all elements in the array that are even.
\end{itemize}

\noindent
1. Show an efficient implementation for the data structure that includes the three mentioned operations along with the \textbf{All-Increase} operation, and state the complexity of the operations.

\end{document}",na,na,"Usage Description: We use a heap (e.g., Fibonacci) and initially add an integer 
??
=
0
x=0.

On a call to Increase-All, we increment 
??
x by 2.
On a call to Insert, we insert the element into the heap while adding its key to 
??
x.
On a call to Find-Min, we return the original key value of the minimum element (without 
??
x), not the adjusted key we used.
Similarly, for Delete-Min. Complexity: Find-Min takes O(1), Delete-Min takes O(logN), Insert takes O(logN), Increase-All: O(1)",na,"h,i",na,,,,0,0,2009_ba_11a,total points 14,TRUE
